id_esp;componente_biologico;especie;subsp_var;sinonimo;genero;familia;orden;clase;phylum_division;reino;nombre_comun;nombre_ingles;habito_crecimiento;ds_004_2014_minagri;ds_043_2006_ag;uicn_2020_3;cites_2019;endemismo;migracion;Columna1;Columna2
428;Fitoplancton;Ceratium fusus;;Tripos fusus;Ceratium;Ceratiaceae;Gonyaulacales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
429;Fitoplancton;Chaetoceros curvisetus;;;Chaetoceros;Chaetocerotaceae;Chaetocerotales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
430;Fitoplancton;Chaetoceros debilis;;;Chaetoceros;Chaetocerotaceae;Chaetocerotales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
431;Fitoplancton;Chaetoceros lorenzianus;;;Chaetoceros;Chaetocerotaceae;Chaetocerotales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
432;Fitoplancton;Chaetoceros sp.;;;Chaetoceros;Chaetocerotaceae;Chaetocerotales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
433;Fitoplancton;Chaetophora elegans;;;Chaetophora;Chaetophoraceae;Chaetophorales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
434;Fitoplancton;Chaetophora sp.1;;;Chaetophora;Chaetophoraceae;Chaetophorales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
435;Fitoplancton;Chaetophoraceae N.D.;;;Chaetophoraceae N.D.;Chaetophoraceae;Chaetophorales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
436;Fitoplancton;Chamaesiphon sp.;;;Chamaesiphon;Chamaesiphonaceae;Chamaesiphonales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
437;Fitoplancton;Characiopsis minuta;;;Characiopsis;Characiopsidaceae;Mischococcales;Xanthophyceae;Xanthophyta;Chromista;;;;;;;;;;;
438;Fitoplancton;Chlorellaceae N.D.;;;Chlorellaceae N.D.;Chlorellaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
439;Fitoplancton;Chlorophyceae N.D.;;;Chlorophyceae N.D.;Chlorophyceae N.D.;Chlorophyceae N.D.;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
440;Fitoplancton;Chlorosarcina sp.1;;;Chlorosarcina;Chlorosarcinaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
441;Fitoplancton;Chodatella sp.1;;Chodatela sp.1;Chodatella;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
442;Fitoplancton;Chroococcales N.D.;;;Chroococcales N.D.;Chroococcales N.D.;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
443;Fitoplancton;Chroococcus indicus;;;Chroococcus;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
444;Fitoplancton;Chroococcus limneticus;;;Chroococcus;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
445;Fitoplancton;Chroococcus sp.;;;Chroococcus;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
446;Fitoplancton;Chroococcus sp.1;;;Chroococcus;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
447;Fitoplancton;Chroococcus turgidus;;;Chroococcus;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
448;Fitoplancton;Cladophora crispata;;;Cladophora;Cladophoraceae;Cladophorales;Ulvophyceae;Chlorophyta;Plantae;;;;;;;;;;;
449;Fitoplancton;Cladophora glomerata;;;Cladophora;Cladophoraceae;Cladophorales;Ulvophyceae;Chlorophyta;Plantae;;;;;;;;;;;
450;Fitoplancton;Cladophora sp.1;;;Cladophora;Cladophoraceae;Cladophorales;Ulvophyceae;Chlorophyta;Plantae;;;;;;;;;;;
451;Fitoplancton;Cladophoraceae N.D.;;Phitophora sp.1;Cladophoraceae N.D.;Cladophoraceae;Cladophorales;Ulvophyceae;Chlorophyta;Plantae;;;;;;;;;;;
452;Fitoplancton;Closteriaceae N.D.;;;Closteriaceae N.D.;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
453;Fitoplancton;Closteriopsis sp.;;;Closteriopsis;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
454;Fitoplancton;Closteriopsis sp.1;;;Closteriopsis;Oocystaceae;Chlorellales;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
455;Fitoplancton;Closterium acerosum;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
456;Fitoplancton;Closterium aciculare;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
457;Fitoplancton;Closterium ehrenbergii;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
458;Fitoplancton;Closterium gracile;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
459;Fitoplancton;Closterium lunula;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
460;Fitoplancton;Closterium moniliforme;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
461;Fitoplancton;Closterium pronum;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
462;Fitoplancton;Closterium pseudolunula;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
463;Fitoplancton;Closterium rostratum;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
464;Fitoplancton;Closterium sp.;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
465;Fitoplancton;Closterium sp.1;;Closterium sp. 1;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
466;Fitoplancton;Closterium sp.2;;Closterium sp. 2;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
467;Fitoplancton;Closterium sp.3;;Closterium sp. 3;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
468;Fitoplancton;Closterium sp.4;;;Closterium;Closteriaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
469;Fitoplancton;Cocconeis pinnata;;;Cocconeis;Cocconeidaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
470;Fitoplancton;Cocconeis placentula;;;Cocconeis;Cocconeidaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
471;Fitoplancton;Cocconeis sp.;;;Cocconeis;Cocconeidaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
472;Fitoplancton;Cocconeis sp.1;;Cocconeis sp. 1;Cocconeis;Cocconeidaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
473;Fitoplancton;Cocconeis sp.2;;Cocconeis sp. 2;Cocconeis;Cocconeidaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
474;Fitoplancton;Cocconeis sp.3;;;Cocconeis;Cocconeidaceae;Achnanthales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
475;Fitoplancton;Coelastrum microporum;;;Coelastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
476;Fitoplancton;Coelastrum scabrum;;;Coelastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
477;Fitoplancton;Coelastrum sp.;;;Coelastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
478;Fitoplancton;Coelastrum sp.1;;;Coelastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
479;Fitoplancton;Coelastrum sp.2;;;Coelastrum;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
480;Fitoplancton;Coelosphaerium sp.1;;;Coelosphaerium;Chroococcaceae;Chroococcales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
481;Fitoplancton;Comasiella arcuata;;;Comasiella;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
482;Fitoplancton;Comasiella sp.;;;Comasiella;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
483;Fitoplancton;Corethron criophilum;;Corethron hystrix;Corethron;Corethraceae;Corethrales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
484;Fitoplancton;Coscinodiscophycidae N.D.;;;Coscinodiscophycidae N.D.;Coscinodiscophycidae N.D.;Coscinodiscophycidae N.D.;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
485;Fitoplancton;Coscinodiscus centralis;;;Coscinodiscus;Coscinodiscaceae;Coscinodiscales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
486;Fitoplancton;Coscinodiscus perforatus;;;Coscinodiscus;Coscinodiscaceae;Coscinodiscales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
487;Fitoplancton;Coscinodiscus sp.;;;Coscinodiscus;Coscinodiscaceae;Coscinodiscales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
488;Fitoplancton;Cosmarium bioculatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
489;Fitoplancton;Cosmarium blyttii;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
490;Fitoplancton;Cosmarium botrytis;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
491;Fitoplancton;Cosmarium brebissonii;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
492;Fitoplancton;Cosmarium cucumis;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
493;Fitoplancton;Cosmarium formosulum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
494;Fitoplancton;Cosmarium granatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
495;Fitoplancton;Cosmarium humile;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
496;Fitoplancton;Cosmarium nymannianum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
497;Fitoplancton;Cosmarium pachydermum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
498;Fitoplancton;Cosmarium protractum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
499;Fitoplancton;Cosmarium pseudoretusum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
500;Fitoplancton;Cosmarium punctulatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
501;Fitoplancton;Cosmarium reniforme;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
502;Fitoplancton;Cosmarium sp.;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
503;Fitoplancton;Cosmarium sp.1;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
504;Fitoplancton;Cosmarium sp.2;;Cosmarium sp. 2;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
505;Fitoplancton;Cosmarium sp.3;;Cosmarium sp. 3;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
506;Fitoplancton;Cosmarium sp.4;;Cosmarium sp. 4;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
507;Fitoplancton;Cosmarium sp.5;;Cosmarium sp. 5;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
508;Fitoplancton;Cosmarium sp.6;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
509;Fitoplancton;Cosmarium subcostatum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
510;Fitoplancton;Cosmarium subcucumis;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
511;Fitoplancton;Cosmarium tetraophtalmum;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
512;Fitoplancton;Cosmarium turpinii;;;Cosmarium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
513;Fitoplancton;Craticula ambigua;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
514;Fitoplancton;Craticula cuspidata;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
515;Fitoplancton;Craticula sp.;;;Craticula;Stauroneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
516;Fitoplancton;Crucigenia sp.;;;Crucigenia;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
517;Fitoplancton;Crucigenia sp.1;;;Crucigenia;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
518;Fitoplancton;Crucigeniella sp.;;;Crucigeniella;Trebouxiophyceae inc. sedis;Trebouxiophyceae inc. sedis;Trebouxiophyceae;Chlorophyta;Plantae;;;;;;;;;;;
519;Fitoplancton;Cryptomonas erosa;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;;;
520;Fitoplancton;Cryptomonas ovata;;;Cryptomonas;Cryptomonadaceae;Cryptomonadales;Cryptophyceae;Cryptophycophyta;Chromista;;;;;;;;;;;
521;Fitoplancton;Cyclostephanos sp.1;;;Cyclostephanos;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
522;Fitoplancton;Cyclostephanos sp.2;;;Cyclostephanos;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
523;Fitoplancton;Cyclotella sp.;;;Cyclotella;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
524;Fitoplancton;Cyclotella sp.1;;;Cyclotella;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
525;Fitoplancton;Cyclotella sp.2;;;Cyclotella;Stephanodiscaceae;Thalassiosirales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
526;Fitoplancton;Cylindrocystis sp.1;;;Cylindrocystis;Mesotaeniaceae;Zygnematales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
527;Fitoplancton;Cylindrospermopsis sp.1;;;Cylindrospermopsis;Nostocaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
528;Fitoplancton;Cylindrospermum sp.;;;Cylindrospermum;Nostocaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
529;Fitoplancton;Cylindrotheca closterium;;;Cylindrotheca;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
530;Fitoplancton;Cymatopleura sp.;;;Cymatopleura;Surirellaceae;Surirellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
531;Fitoplancton;Cymbella affinis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
532;Fitoplancton;Cymbella amphicephala;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
533;Fitoplancton;Cymbella aspera;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
534;Fitoplancton;Cymbella caespitosa;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
535;Fitoplancton;Cymbella cistula;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
536;Fitoplancton;Cymbella cuspidata;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
537;Fitoplancton;Cymbella cymbiformis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
538;Fitoplancton;Cymbella gracilis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
539;Fitoplancton;Cymbella helvetica;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
540;Fitoplancton;Cymbella lanceolata;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
541;Fitoplancton;Cymbella mesiana;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
542;Fitoplancton;Cymbella minuta;var. silesiaca;Cymbella minuta;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
543;Fitoplancton;Cymbella naviculiformis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
544;Fitoplancton;Cymbella perpusilla;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
545;Fitoplancton;Cymbella pusilla;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
546;Fitoplancton;Cymbella silesiaca;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
547;Fitoplancton;Cymbella sp.;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
548;Fitoplancton;Cymbella sp.1;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
549;Fitoplancton;Cymbella sp.2;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
550;Fitoplancton;Cymbella sp.3;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
551;Fitoplancton;Cymbella subaequalis;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
552;Fitoplancton;Cymbella tumida;;;Cymbella;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
553;Fitoplancton;Cymbopleura sp.;;;Cymbopleura;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
554;Fitoplancton;Dactyliosolen fragilissimus;;;Dactyliosolen;Rhizosoleniaceae;Rhizosoleniales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
555;Fitoplancton;Daphnia longispina;;;Daphnia;Daphniidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;;;;;;;;;;;
556;Fitoplancton;Daphnia magna;;;Daphnia;Daphniidae;Diplostraca;Branchiopoda;Arthropoda;Animalia;;;;;;;;;;;
557;Fitoplancton;Denticula elegans;;;Denticula;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
558;Fitoplancton;Denticula sp.1;;;Denticula;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
559;Fitoplancton;Denticula tenuis;;;Denticula;Bacillariaceae;Bacillariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
560;Fitoplancton;Desmidium sp.;;;Desmidium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
561;Fitoplancton;Desmidium sp.1;;;Desmidium;Desmidiaceae;Desmidiales;Conjugatophyceae;Charophyta;Plantae;;;;;;;;;;;
562;Fitoplancton;Desmodesmus sp.;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
563;Fitoplancton;Desmodesmus sp.1;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
564;Fitoplancton;Desmodesmus sp.2;;;Desmodesmus;Scenedesmaceae;Sphaeropleales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
565;Fitoplancton;Diadesmis confervacea;;;Diadesmis;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
566;Fitoplancton;Diadesmis sp.1;;;Diadesmis;Diadesmidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
567;Fitoplancton;Diatoma anceps;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
568;Fitoplancton;Diatoma problematica;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
569;Fitoplancton;Diatoma sp.;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
570;Fitoplancton;Diatoma sp.1;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
571;Fitoplancton;Diatoma sp.2;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
572;Fitoplancton;Diatoma vulgare;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
573;Fitoplancton;Diatoma vulgaris;;;Diatoma;Fragilariaceae;Fragilariales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
574;Fitoplancton;Dictyocha fibula;;;Dictyocha;Dictyochaceae;Dictyochales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;;;
575;Fitoplancton;Dictyosphaerium sp.;;;Dictyosphaerium;Dictyosphaeriaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
576;Fitoplancton;Dictyosphaerium sp.1;;;Dictyosphaerium;Dictyosphaeriaceae;Chlamydomonadales;Chlorophyceae;Chlorophyta;Plantae;;;;;;;;;;;
577;Fitoplancton;Dinobryon sp.;;;Dinobryon;Dinobryaceae;Ochromonadales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;;;
578;Fitoplancton;Dinobryon sp.1;;;Dinobryon;Dinobryaceae;Ochromonadales;Chrysophyceae;Chrysophyta;Chromista;;;;;;;;;;;
579;Fitoplancton;Dinophysis acuminata;;;Dinophysis;Dinophysiaceae;Dinophysiales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
580;Fitoplancton;Dinophysis infundibulus;;Dinophysis infundibulum;Dinophysis;Dinophysiaceae;Dinophysiales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
581;Fitoplancton;Diploneis elliptica;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
582;Fitoplancton;Diploneis smithii;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
583;Fitoplancton;Diploneis sp.;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
584;Fitoplancton;Diploneis sp.1;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
585;Fitoplancton;Diploneis sp.2;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
586;Fitoplancton;Diploneis subovalis;;;Diploneis;Diploneidaceae;Naviculales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
587;Fitoplancton;Diplonema sp.;;;Diplonema;Euglenophycota N.D.;Euglenophycota N.D.;Euglenophycota N.D.;Euglenophycota;Protozoa;;;;;;;;;;;
588;Fitoplancton;Diplopeltopsis minor;;;Diplopeltopsis;Glenodiniaceae;Peridiniales;Dinophyceae;Pyrrophycophyta;Chromista;;;;;;;;;;;
589;Fitoplancton;Dolichospermum sp.1;;;Dolichospermum;Aphanizomenonaceae;Nostocales;Cyanophyceae;Cyanobacteria;Bacteria;;;;;;;;;;;
590;Fitoplancton;Encyonema caespitosum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
591;Fitoplancton;Encyonema gracile;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
592;Fitoplancton;Encyonema minutum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
593;Fitoplancton;Encyonema norvegica;;Encyonema norvegicum;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
594;Fitoplancton;Encyonema silesiacum;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
595;Fitoplancton;Encyonema sp.;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
596;Fitoplancton;Encyonema sp.1;;;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
597;Fitoplancton;Encyonema sp.2;;Encyonema sp. 2;Encyonema;Cymbellaceae;Cymbellales;Bacillariophyceae;Ochrophyta;Chromista;;;;;;;;;;;
